absolute_path,relative_path,file_type,size,modified_time,sha256,selected_as_reference,selection_reason
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\telemetry\config.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/telemetry/config.py,py,10242,2026-07-22T21:50:54.171871+00:00,751b5c712d93cdf3b37fb3700dbb641c73911c7d1ef999b7c948a7b5f263b7c3,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\telemetry\contact_metrics.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/telemetry/contact_metrics.py,py,12322,2026-07-22T22:00:20.074033+00:00,951dedfe75fbc1a9904e378c9ce408cd9407f834a2e0ae28b267dfdb078d8ec3,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\telemetry\event_recorder.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/telemetry/event_recorder.py,py,3345,2026-07-22T21:53:12.237716+00:00,501265c369ad6f21516361da44c7fc935a7eaeadb498f2055473f20d757dd9b4,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\telemetry\exporters.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/telemetry/exporters.py,py,7539,2026-07-22T22:04:34.065356+00:00,87f099421648d3509dd81ab7c4193cefe6333eb5cf80d38489c9a542490429b1,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\telemetry\joint_metrics.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/telemetry/joint_metrics.py,py,9519,2026-07-22T22:14:26.498985+00:00,f9eb76add84ea7dd132e4babf32d42483658a7344f031c89167cec541c180ccc,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\telemetry\model_audit.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/telemetry/model_audit.py,py,8947,2026-07-22T22:14:26.499984+00:00,e306d271d807972e38415aa002df66f51f77ed32838df54536ac605bd229f6fe,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\telemetry\replay_metrics.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/telemetry/replay_metrics.py,py,2407,2026-07-22T21:53:12.237716+00:00,39cd3915d4eae5e4385e3e1232953d5195e39749bda13dbac7921d05eb66a63e,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\telemetry\stability_metrics.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/telemetry/stability_metrics.py,py,18419,2026-07-22T22:18:14.833174+00:00,594b54dcdd14626d9edc829e7225d0fc8162b44cc12c250772885e9b7a43a08b,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\telemetry\visualization\__init__.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/telemetry/visualization/__init__.py,py,44,2026-07-22T22:02:43.162026+00:00,aff8c75b64001374caa14de9a46e205923ad523e53a506cdeecb7870afa2dddd,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\telemetry\visualization\live_overlay.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/telemetry/visualization/live_overlay.py,py,5223,2026-07-22T22:02:43.162026+00:00,0ef6b820d86859604a0fe7af952415beb606bc6117310a71cba811a6d148bced,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\telemetry\visualization\report_generator.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/telemetry/visualization/report_generator.py,py,10690,2026-07-22T22:16:45.600397+00:00,0e978bc354bba99d23f634f74272583e3d60d924ebf61c3be133a86836d2367b,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\controller_test_utils.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/controller_test_utils.py,py,5190,2026-07-16T03:01:35.495634+00:00,6abd904800db26da5b9d7244a122e8b2e754d70fed56f4401041c616305cf5be,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_action_failure_does_not_clear_ready.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_action_failure_does_not_clear_ready.py,py,1608,2026-07-16T03:02:57.890336+00:00,8865dcce9d5312aabdb503c6f9425a7e03daf8f27347cb1ed769f92651b31e11,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_anti_freeze_workflows.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_anti_freeze_workflows.py,py,9472,2026-07-08T20:25:13.673742+00:00,81b6947f878c59d6b94838da68d7db1e8f37fbea7512b575756d40513330d577,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_camera_coverage.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_camera_coverage.py,py,4677,2026-07-14T06:53:33.261008+00:00,19f74da52b6f50050606467897fa9e097fd294caf54ed7179fe06fe77fee2fef,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_camera_geometry_diagnostics.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_camera_geometry_diagnostics.py,py,4103,2026-07-16T04:05:29.981747+00:00,1b10b30cbc0dccb4c4f9cbf983656cf00a21aea2be8f15f902f63b0a27028791,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_camera_ground_truth_isolation.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_camera_ground_truth_isolation.py,py,7871,2026-07-14T06:42:48.112417+00:00,59d1ad74ede163f79188875cdfa584f9220bc029b20d03f94e039cf0221221b5,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_camera_health.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_camera_health.py,py,5289,2026-07-14T04:06:29.726017+00:00,029558e55c2538dd177e03229e58e6fffaf2f8a23d9bef83dec2d7c29e92284e,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_camera_look_at_conventions.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_camera_look_at_conventions.py,py,1684,2026-07-16T04:01:40.036008+00:00,4da30239b327b03401caeea9d9126c0ecfe3f1daf25d1637d03156e95d958c6b,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_camera_provenance_smoke_config.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_camera_provenance_smoke_config.py,py,3946,2026-07-14T06:53:33.264019+00:00,3b5b91e004756d97c921d55468e8f45c9e1ce6fdd9d5b911dc38bb5c722256d4,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_camera_target_frame_conversion.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_camera_target_frame_conversion.py,py,2918,2026-07-16T04:02:17.774072+00:00,865b7ce291922cb5e13fd52b182fe0436a6e7cd995d0f843591c95ff16101761,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_camera_validation_ipc.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_camera_validation_ipc.py,py,2529,2026-07-14T04:07:01.611909+00:00,4f56798e02fbaac795f90d5300f6926933d67701e5c99e57d9baafd355b13bf1,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_camera_view_readiness.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_camera_view_readiness.py,py,2794,2026-07-16T03:05:31.591847+00:00,e2fe169bcfaca57a92c6f2bf60ed52af13ef1228194d35b82e982838497ba1ff,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_camera_viewport_camera_path_verification.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_camera_viewport_camera_path_verification.py,py,2569,2026-07-16T04:02:55.264674+00:00,d34a597c6c8420c29e557a9adf235f6c60b69763995df497d8dab5c359331c31,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_camera_viewport_control.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_camera_viewport_control.py,py,4933,2026-07-16T01:02:33.342804+00:00,c0610226a34e72e4968a68f3579a9d37a075d590ded459f49f886fd7ebe2e4ec,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_camera_viewport_creation_plan.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_camera_viewport_creation_plan.py,py,2936,2026-07-16T04:02:37.991759+00:00,cac45fed4816f1ae56fedbc9097c46a96293d12183b81dd4d47585513651b9e6,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_camera_viewport_main_identity.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_camera_viewport_main_identity.py,py,3580,2026-07-16T02:00:26.466218+00:00,59086adf110524c775c7c315b6ce8f68ee90c866ecead2efc6868d5508c29b3a,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_camera_viewport_pending_single_owner.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_camera_viewport_pending_single_owner.py,py,967,2026-07-16T02:00:26.468230+00:00,b3d4afeb4c031d8607fb730be80dcdb2f3669a269e9452f5a7620fc17b5eb6a0,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_camera_viewport_perspective_restore.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_camera_viewport_perspective_restore.py,py,3953,2026-07-16T02:00:26.467222+00:00,384dcbe7e6cce729afbcd379bb4190409ea4a968eca72b326c2fb4f777661393,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_camera_viewport_physics_invariance.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_camera_viewport_physics_invariance.py,py,3783,2026-07-16T02:00:26.469230+00:00,c0ccf70421228c3158c91f2bd9a75fc5f198e527401c2b14ec599972c5a554c1,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_camera_viewport_restore.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_camera_viewport_restore.py,py,6672,2026-07-16T01:58:30.448412+00:00,16c818d4bd1cd2b479ff82b491e615cf21e6fda9ac5855db2ae698026fe17d56,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_camera_viewport_runtime_diagnostics.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_camera_viewport_runtime_diagnostics.py,py,1759,2026-07-16T05:05:13.642592+00:00,2335c185d1e4359339a86e6557be7be81f38f93bf4d327c9c54bd273e48ce29e,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_camera_viewport_secondary.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_camera_viewport_secondary.py,py,7064,2026-07-16T01:08:02.238343+00:00,5ee1ed292da9e8ec1aefd6e0fb8aaefbb9f030db111b4da686743223a7083e83,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_camera_viewport_without_motion_ready.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_camera_viewport_without_motion_ready.py,py,2005,2026-07-16T03:06:08.472456+00:00,0947ad07c9df905f761aeb9414a4bb0ca70bc9a2891dfee035aaa1a72b878006,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_com_metrics.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_com_metrics.py,py,1584,2026-07-22T22:16:41.442665+00:00,3a27a963cf8aeae4f201c32f4786e9940bf27186c01291dfa88553c60e258198,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_equilibrium_region.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_equilibrium_region.py,py,1291,2026-07-22T22:16:41.443774+00:00,fb14e9e30512091dfce482f06277e0e2eb737217f98838ea2c3e5b347f246a8b,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_exporters.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_exporters.py,py,2529,2026-07-22T22:16:41.444710+00:00,9620787c118be61dd24f58bec922c8750c1052533fbe0f62743ee7546e1d5ce6,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_generated_validation_without_motion_ready.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_generated_validation_without_motion_ready.py,py,2915,2026-07-16T03:03:12.607953+00:00,9ac8b1949a2b65a1d385f0f58e4cb614f64c8ff16e524c265f77ab3c77d175df,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_ground_bound_sanitization.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_ground_bound_sanitization.py,py,3558,2026-07-16T04:00:11.937747+00:00,ab564d7488a1d60031f46b57b1e1940505654737018bd19b76ccb4533294b357,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_ground_calibration.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_ground_calibration.py,py,1357,2026-07-16T03:05:56.578535+00:00,f52275f8e777a37d48f3b0432042e433b711ca3da5beeb604bece086ea713bfc,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_ground_diagnostic_states.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_ground_diagnostic_states.py,py,2089,2026-07-16T03:05:45.092004+00:00,624133cf1238f199b334a851b69da1c442805846b11b33beaee2b539fc215fb9,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_ground_reference_stability.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_ground_reference_stability.py,py,2091,2026-07-16T04:00:41.012211+00:00,2de87e215d21beb183e0b8a9514c1bf9dded99a84854410c86c99b1f74c2b3f9,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_ground_settle_joint_groups.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_ground_settle_joint_groups.py,py,3584,2026-07-16T05:04:32.210600+00:00,8714dd9120e4d053dd911f272803e8459c44684f15bfac147df445384e7db480,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_ground_settle_terminal_window.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_ground_settle_terminal_window.py,py,4348,2026-07-16T04:01:09.924843+00:00,e201ab497f063b06c010125b4efaeaaecbf42ce7f2ec22c71c4905f51e1e2a93,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_ground_surface_resolution.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_ground_surface_resolution.py,py,2387,2026-07-16T03:04:01.756558+00:00,b4191e14c1ebfae50252ae8e03832ff55f37b34fc47e996211eaf7eccd630c64,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_ground_trigger_isolation.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_ground_trigger_isolation.py,py,1399,2026-07-16T02:00:26.470223+00:00,8cacfccb92382ac5e0fa111b8612a9edd79d03b424f92610fac69a705e506499,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_grounded_respawn_and_viewport_guard.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_grounded_respawn_and_viewport_guard.py,py,5782,2026-07-16T01:58:37.277893+00:00,136a7a819c19e96664993da88f4a6390fd5e083b93c35db303ca8dbfd3ee0b8c,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_height_manifest.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_height_manifest.py,py,2212,2026-07-07T22:28:48.954070+00:00,1d8a7d3a02e1d0038daee473b22681cfe4df7d2719c1d655501a40149ee79214,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_height_provenance.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_height_provenance.py,py,8271,2026-07-16T07:06:52.950049+00:00,c959de7c1c053d1b4c90ca7b3aeee990b5f53d18f8374f9b79cf9a57bc6e1b46,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_height_sequence_store.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_height_sequence_store.py,py,2277,2026-07-07T22:28:48.954070+00:00,17a8d281e09d291cb3fb3aa3a52ce1cd1e799bc51eb2c8809130f8978f236e76,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_height_validation_result.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_height_validation_result.py,py,2824,2026-07-14T04:06:47.274538+00:00,2f1f268e6a611366b69c0b6aa47ea9ae7e10ab065d5f12c265006fc729d6cbf4,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_ipc_protocol.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_ipc_protocol.py,py,1690,2026-07-08T19:27:44.174050+00:00,8b73bcc690ee92617af6869bbe25689bf05de353cc7ccd7382ca40ac689167c3,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_isaac_launch_preflight.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_isaac_launch_preflight.py,py,1588,2026-07-14T02:46:01.370882+00:00,2c7b1bea3f31808e39ff12b70821cbdfa5d672bfe26ce17446cb08bdab99b214,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_knee_negative_command_space.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_knee_negative_command_space.py,py,894,2026-07-08T19:53:46.861717+00:00,98d9ee736f76557f255674a822d3435857fd26c27fe90585c45d0c32648aa4cc,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_live_collider_world_bounds.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_live_collider_world_bounds.py,py,1885,2026-07-16T05:06:19.891115+00:00,b36fa8b0d1f4c9c348e18be454c6788a85783486668e0492c8ba7142a3e2b81e,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_motion_ready_respawn_ready.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_motion_ready_respawn_ready.py,py,4055,2026-07-16T04:00:32.351948+00:00,625e67a69f630b2b369732a29920f8c47eba4807d1d3b096d304f702d3156598,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_no_physx_limit_by_default.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_no_physx_limit_by_default.py,py,1245,2026-07-08T19:53:18.414336+00:00,f3ee4d1af27d7562a90d0665b6bfb0e77da082a17d72f7e60be110ae3a87dd70,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_no_task_regression.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_no_task_regression.py,py,2188,2026-07-08T19:54:50.047667+00:00,53e133edccbd8b5bee50c9b68b81afcd38a1e9331c7c471acd3ef85f4e20441b,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_no_thread_default.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_no_thread_default.py,py,1396,2026-07-08T19:28:12.193783+00:00,523027ec80ec98566d4e4b22ec9bfdaaedc0d1d5c968656e8df990c84b75b618,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_obstacle_height_vision.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_obstacle_height_vision.py,py,5522,2026-07-14T01:40:33.096669+00:00,a6c8e71b6fc08ae6b633d1829c64db6d903732b0cc38da33baa175ceb173c4b7,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_play_selected_playback.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_play_selected_playback.py,py,7020,2026-07-08T22:44:01.040432+00:00,207bb717c34bfa197e698308326a3b30d8aed570dcfd1101eb1e741fe6aad68d,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_playback_speed_scale.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_playback_speed_scale.py,py,2324,2026-07-08T00:55:59.855057+00:00,c726adf0b3b77c3f4d27a956ba3871a8b7a0c23f6d73ef8fb6165f035f9540bc,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_respawn_quick_action.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_respawn_quick_action.py,py,2998,2026-07-14T05:38:36.876389+00:00,7eafdc48cc5f453c0fa6dd6b08a2f2d64c494a7fde1256784669f5494f595257,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_robot_ground_diagnostics.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_robot_ground_diagnostics.py,py,5398,2026-07-16T01:03:42.585180+00:00,a7a2c4583f58ecc9c14b7cc7e43e6d2182d18af6f5f59c1936c3383ed879d3aa,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_runtime_ready_motion_ready.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_runtime_ready_motion_ready.py,py,3238,2026-07-16T03:02:46.904566+00:00,7aa6f3d68f949639391412864abc918e72a27b42215e0685445fb2303e03d02c,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_safe_joint_limit_math.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_safe_joint_limit_math.py,py,1542,2026-07-08T19:54:19.252825+00:00,830f7cf2326092410644cc9134e49db9c235db4c554e740d5599e7551b071ecb,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_servo_limits.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_servo_limits.py,py,1736,2026-07-08T00:54:22.697754+00:00,203d037dd2cae54255927ff363fa7a40ab2aeb769a6a2f2b96e7fd9368fd6946,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_servo_target_conversion.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_servo_target_conversion.py,py,1349,2026-07-08T19:53:56.784877+00:00,482cac1b22e8cf38032e63187b8a1ec9e719367cea4c3c23763862ab06c22df5,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_servo_wheel_staging.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_servo_wheel_staging.py,py,9199,2026-07-08T21:27:16.665176+00:00,806a8e7a05fa714856779c0e23ae7019da3f7a9ebcbe7e0d3119938e74e0235e,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\height_based_obstacle_replay\artifacts\source_backup_20260722_185317\tests\test_sim_process_client.py,height_based_obstacle_replay/artifacts/source_backup_20260722_185317/tests/test_sim_process_client.py,py,3472,2026-07-14T02:47:15.536751+00:00,db18ffa7032ea31b909a19f0030af3d0dd405c8bebc281ee6116dda9e45ae029,false,candidate or supporting source; not frozen as primary reference
